tags,phase,section,topic,prompt
IS・キャリア エントリー,IS・キャリア エントリー,ソリューション,掲載内容更新,インターンシップ・仕事体験・オープンカンパニー・サマー・オータム・ウィンター・プレサイト・プレ期間・プレナビ・プレに関する話題の中で、エントリーや母集団形成に関する話題を話しており、かつ掲載内容更新、掲載文章の記載・追加・追記・修正・入れる、という言葉が発言されている。
IS・キャリア エントリー,IS・キャリア エントリー,ソリューション,国際ナビ/ グローバル採用サービス,インターンシップ・仕事体験・オープンカンパニー・サマー・オータム・ウィンター・プレサイト・プレ期間・プレナビ・プレに関する話題の中で、エントリーや母集団形成に関する話題を話しており、かつ国際ナビ/ グローバル採用サービス、という言葉が発言されている。
IS・キャリア エントリー,IS・キャリア エントリー,ソリューション,テーマ毎イベント,インターンシップ・仕事体験・オープンカンパニー・サマー・オータム・ウィンター・プレサイト・プレ期間・プレナビ・プレに関する話題の中で、エントリーや母集団形成に関する話題を話しており、かつテーマ毎イベント、理系イベント、建築土木イベント、建築イベント、土木イベントという言葉が発言されている。
IS・キャリア エントリー,IS・キャリア エントリー,ソリューション,広報設計・制作サービス,インターンシップ・仕事体験・オープンカンパニー・サマー・オータム・ウィンター・プレサイト・プレ期間・プレナビ・プレに関する話題の中で、エントリーや母集団形成に関する話題を話しており、かつ広報設計・制作サービス、という言葉が発言されている。
IS・キャリア エントリー,IS・キャリア エントリー,ソリューション,セミナー設定,インターンシップ・仕事体験・オープンカンパニー・サマー・オータム・ウィンター・プレサイト・プレ期間・プレナビ・プレに関する話題の中で、エントリーや母集団形成に関する話題を話しており、かつセミナー設定、という言葉が発言されている。
IS・キャリア エントリー,IS・キャリア エントリー,ソリューション,取材,インターンシップ・仕事体験・オープンカンパニー・サマー・オータム・ウィンター・プレサイト・プレ期間・プレナビ・プレに関する話題の中で、エントリーや母集団形成に関する話題を話しており、かつ取材、という言葉が発言されている。
IS・キャリア エントリー,IS・キャリア エントリー,ソリューション,検討リスト通知,インターンシップ・仕事体験・オープンカンパニー・サマー・オータム・ウィンター・プレサイト・プレ期間・プレナビ・プレに関する話題の中で、エントリーや母集団形成に関する話題を話しており、かつ検討リスト通知、という言葉が発言されている。
IS・キャリア エントリー,IS・キャリア エントリー,ソリューション,募集要項調整,インターンシップ・仕事体験・オープンカンパニー・サマー・オータム・ウィンター・プレサイト・プレ期間・プレナビ・プレに関する話題の中で、エントリーや母集団形成に関する話題を話しており、かつ募集要項調整、という言葉が発言されている。
IS・キャリア エントリー,IS・キャリア エントリー,ソリューション,エントリー条件調整,インターンシップ・仕事体験・オープンカンパニー・サマー・オータム・ウィンター・プレサイト・プレ期間・プレナビ・プレに関する話題の中で、エントリーや母集団形成に関する話題を話しており、かつエントリー条件調整、という言葉が発言されている。
IS・キャリア エントリー,IS・キャリア エントリー,ソリューション,マイナビアウトソーシング（DMスカウト配信代行）,インターンシップ・仕事体験・オープンカンパニー・サマー・オータム・ウィンター・プレサイト・プレ期間・プレナビ・プレに関する話題の中で、エントリーや母集団形成に関する話題を話しており、かつマイナビアウトソーシング（DMスカウト配信代行）、という言葉が発言されている。
説明会申込,説明会申込,説明会申込が本当に課題か明らかにしたい,目標人数,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会への申込の目標人数に言及している。
説明会申込,説明会申込,説明会申込が本当に課題か明らかにしたい,実績,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会への申込の実績に言及している
説明会申込,説明会申込,説明会申込が本当に課題か明らかにしたい,目標が妥当でない,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会への申込の目標人数が妥当ではない、適切ではない、高すぎるといった旨の内容又は低すぎるという旨の内容を訴求している
説明会申込,説明会申込,説明会申込が本当に課題か明らかにしたい,目標の数字を変更,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会への申込の目標人数を上方修正または下方修正するべきであるという旨を訴求している
説明会申込,説明会申込,説明会申込が本当に課題か明らかにしたい,他のプロセス数値の目標を上げる,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会への申込の人数以外の目標を上げるべきであるという内容を訴求している
説明会申込,説明会申込,説明会申込が本当に課題か明らかにしたい,求める学生のタイプを拡大,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ企業が求めている説明会への申込をして欲しい学生のタイプを現在よりも広げることに言及している
説明会申込,説明会申込,説明会申込が本当に課題か明らかにしたい,実績を上げる余地がある,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ市場環境や学生動向、直近の企業の傾向など、何かしらの根拠に基づいて、説明会への申込の人数を増やすことができるということに言及をしている
説明会申込,説明会申込,説明会申込に関するニーズ,数を絶対的に上げたい,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会への申込の人数を上げていきたいという意志表示がされている。
なお、間接的に意志表示が読み取れる場合も含んでよい。"
説明会申込,説明会申込,説明会申込に関するニーズ,説明会の参加人数を増やしたい,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の1回開催あたりの参加人数を増やしたいという意志表示がされている。
なお、間接的に意志表示が読み取れる場合も含んでよい。"
説明会申込,説明会申込,説明会申込に関するニーズ,説明会の回数を増やしたい,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の開催回数を増やしたい/開催頻度を上げたいという意志表示がされている。
なお、間接的に意志表示が読み取れる場合も含んでよい。"
説明会申込,説明会申込,説明会申込に関するニーズ,求める学生が説明会に来てほしい ≒アンマッチな人の説明会参加を避けたい,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会に、自社が求めるタイプの学生が参加してほしいという旨の言及がされている。
あるいは、過去に実施した説明会において求めるタイプの学生の参加がない・少ないという旨の言及がされている"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,説明会に気付いていない,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ学生から知られていない・認知されていない・見つけてもらえない・発見されない、という言葉が発言されている。
あるいは、学生から知られたい・認知されたい・見つけてもらいたい・発見されたい、という言葉が発言されている"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,エントリーはしたが説明会に行く気にならない,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ企業に対するエントリーは行われているが、説明会への申込は行われていないという旨の言及がされている。
そもそものエントリー数が少ないなど、エントリーにおける母集団形成に対する発言のみの場合は含まない。"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,行くか迷っている (決め手がない),"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ学生の認知・検討段階には上がっているが、申込は行われていないという内容に言及がされている。
そもそものエントリー数が少ないなど、エントリーにおける母集団形成に対する発言のみの場合は含まない。"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,説明会の内容に興味が湧かない,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ学生が対象企業の説明会のコンテンツや説明会で実施される内容について興味が湧いていないという旨に言及されている。
または、そのように学生から認識されているという言及がされている。"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,説明会の説明文が分かりづらい,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ企業が発信している説明会の説明文が学生にとって難解である・理解しづらいという訴求がされている。
または、そのように学生から認識されているという言及がされている。"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,当たり障りのない コンテンツ,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会での実施事項が普遍的である・ユニークでない・表層的であるという内容に言及されている。
または、そのように学生から認識されているという言及がされている。"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,選考に直結していないように感じられている,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会への参加が本選考と繋がっていない・繋がりが薄いという内容が訴求されている。
または、そのように学生から認識されているという言及がされている。"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,自社で集客やコンテンツ制作ができない,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の集客や内容構築が自社のみの力では実施できない・難しい・やり方が分からないという内容に言及されている。
時間的・技術的な問題の双方を含む。"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,説明会に行きたいが行けない,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会に行きたいが、時間・場所・開催形式など何かしらの制約によって参加ができていないという内容に言及されている。
そもそも説明会に行く気がない場合は含まない。"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,説明会の方式・場所・時期がターゲットと目標数に合っていない,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の開催方式・場所・時期についての制約が多い・適切でないという内容に言及されている。
説明会申込,説明会申込,説明会の参加人数を増やせない要因,説明会の開催数/1回あたり上限人数が少ない,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の開催回数または1回あたりに参加できる人数が少ないという内容の言及がされている。
説明会申込,説明会申込,説明会の参加人数を増やせない要因,予約後のキャンセルが多い,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の申込はあるものの、キャンセルが多いという内容に言及されている。
説明会への申込数と比較して実際の参加人数が少ないという発言も含む。"
説明会申込,説明会申込,説明会の参加人数を増やせない要因,リマインド連絡をするリソースがない,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会への申込をした学生に対し、時間不足・人手不足によってリマインドが実施できていないという旨に言及している。
説明会申込,説明会申込,説明会の回数を増やせない要因,当日の人手が足りない,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会を開催するに当たり、企業側が運営するための人手が確保できない・いないという内容に言及されている。
商談内において採用関与部署全体の人手不足や時間不足に言及されている場合、説明会の頻度や回数に関する話題があれば含めて良い。"
説明会申込,説明会申込,説明会の回数を増やせない要因,WEBでの説明会が実施できていない,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつWEB・オンラインでの説明会を実施していない・実施できないという内容が話されている。
説明会申込,説明会申込,説明会の回数を増やせない要因,事前準備に時間がかかっている,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の事前準備に時間がかかっていることが言及されている。
説明会申込,説明会申込,説明会の回数を増やせない要因,WEBでも都度人手をあてることができない,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会を開催するに当たり、企業側が運営するための人手が確保できない・いないという内容に言及されている。
WEB・オンラインでの開催であれば、現地・オフラインでの開催よりも人手を確保しやすいという内容に言及されていない場合は含まない"
説明会申込,説明会申込,説明会の回数を増やせない要因,1回の参加上限人数が少ない (そのため必要以上に数が必要になっている),説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の回数をふやす・回数が不足しているという文脈において、1回あたりの参加上限人数が少ないことに言及されている。
説明会申込,説明会申込,説明会の回数を増やせない要因,管理工数がかかっている,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会前後の手続き・作業に時間がかかっている・手間が取られているという旨の発言がなされている。
説明会の運営に関する事前準備は含まない。"
説明会申込,説明会申込,求める学生が説明会に来ない/アンマッチな学生の説明会参加が多い理由,求める学生よりもアンマッチな学生の志向性に訴求される広報をしている,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会に関する情報発信が求める学生のタイプに対して刺さっていない・合っていない・婉曲して伝わっているという内容の言及がされている。
説明会申込,説明会申込,求める学生が説明会に来ない/アンマッチな学生の説明会参加が多い理由,誰に向けた訴求なのかがわかっていない,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会に関する情報発信を届けたい相手が定まっていない又は想定されていないという内容の発言がなされている。
説明会申込,説明会申込,求める学生が説明会に来ない/アンマッチな学生の説明会参加が多い理由,求める学生にフォーカスしたアプローチができていない,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ求めるタイプの学生に向けて、特化した・カスタマイズされた・特性に応じた情報発信が出来ていないという旨の言及がされている。
情報発信の内容だけでなく、発信方法や頻度なども含む。"
説明会申込,説明会申込,求める学生が説明会に来ない/アンマッチな学生の説明会参加が多い理由,学生が応募しやすい事前受付期間が設定できていない,"説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ企業が設定している説明会の事前受付期間が、学生と合っていないという訴求がされている。
そもそも事前受付期間を設定していないという場合も含む。"
説明会申込,説明会申込,求める学生が説明会に来ない/アンマッチな学生の説明会参加が多い理由,ターゲット学生の応募につながるための設定ができていない,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ求めるタイプの学生を応募に繋げるためのカスタマイズした・より適切な説明文・日程設定などが実施できていないという訴求がされている。
説明会申込,説明会申込,ソリューション,エントリー者向けDM,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつエントリー者向けDM又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,メール・電話通知,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつメール・電話通知又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,告知の記載内容修正,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ告知の記載内容修正又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,コンテンツの作成代行,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつコンテンツの作成代行又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,コンテンツ見直し,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつコンテンツ見直し又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,マイナビTVライブ,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつマイナビTVライブ又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,説明会の日程設定,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の日程設定又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,説明会の職種別/エリア別設定,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の職種別/エリア別設定又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,WEBセミナー,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつWEBセミナー又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,リマインド連絡,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつリマインド連絡又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,マイナビアウトソーシング,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつマイナビアウトソーシング又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,WEBセミナー,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつWEBセミナー又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,サブスク録画,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつサブスク録画又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,ビデオオンデマンド,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつビデオオンデマンド又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,マイナビアウトソーシング,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつマイナビアウトソーシング又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,マイナビ（セミナー画面・告知）,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつマイナビ（セミナー画面・告知）又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,HUMAN CAPITAL サポネット,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつHUMAN CAPITAL サポネット又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,マイナビ（DM/スカウト）,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつマイナビ（DM/スカウト）又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,説明会の内容見直し,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の内容見直し又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,説明会の職種別/エリア別設定,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつ説明会の職種別/エリア別設定又はそれに類似したワードが商品として紹介又は提案されている
説明会申込,説明会申込,ソリューション,ビデオオンデマンド,説明会・合同説明会・合説に関する話題の中で、申込や予約に関する話題を話している。かつビデオオンデマンド又はそれに類似したワードが商品として紹介又は提案されている
入社後 (定着),入社後 (定着),入社後 (定着)に本当に課題があるか確認したい,目標人数,新卒学生の入社後の定着について話されており目標人数に関してヒアリングがされている
入社後 (定着),入社後 (定着),入社後 (定着)に本当に課題があるか確認したい,実績,新卒学生の入社後の定着について話されており実績に関してヒアリングがされている
入社後 (定着),入社後 (定着),ソリューション,新人研修,新卒学生の入社後の定着について話されており新人研修又はそれに類似したワードが商品として紹介又は提案されている
入社後 (定着),入社後 (定着),ソリューション,人事向け研修,新卒学生の入社後の定着について話されており人事向け研修又はそれに類似したワードが商品として紹介又は提案されている
入社後 (定着),入社後 (定着),ソリューション,OJTトレーナー研修,新卒学生の入社後の定着について話されておりOJTトレーナー研修又はそれに類似したワードが商品として紹介又は提案されている
入社後 (定着),入社後 (定着),ソリューション,受け入れ部門・社員向け研修,新卒学生の入社後の定着について話されており受け入れ部門・社員向け研修又はそれに類似したワードが商品として紹介又は提案されている
入社後 (定着),入社後 (定着),ソリューション,採用活動の振り返り・改善提案,新卒学生の入社後の定着について話されており採用活動の振り返り・改善提案又はそれに類似したワードが商品として紹介又は提案されている
入社後 (定着),入社後 (定着),ソリューション,ターゲット学生層の見直し,新卒学生の入社後の定着について話されておりターゲット学生層の見直し又はそれに類似したワードが商品として紹介又は提案されている
入社後 (定着),入社後 (定着),ソリューション,採用活動時の訴求ポイント見直し,新卒学生の入社後の定着について話されており採用活動時の訴求ポイント見直し又はそれに類似したワードが商品として紹介又は提案されている
入社後 (定着),入社後 (定着),ソリューション,適正テスト(入社前),新卒学生の入社後の定着について話されており適正テスト(入社前)又はそれに類似したワードが商品として紹介又は提案されている
入社後 (定着),入社後 (定着),ソリューション,採用担当者向け研修,新卒学生の入社後の定着について話されており採用担当者向け研修又はそれに類似したワードが商品として紹介又は提案されている
入社後 (定着),入社後 (定着),ソリューション,crexta(社員向け人材・組織開発),新卒学生の入社後の定着について話されておりcrexta(社員向け人材・組織開発)又はそれに類似したワードが商品として紹介又は提案されている